,treatment,categoryOrValue,range,IV
1865,https://data.cooperationdatabank.org/id/ENG00925_2.1.1,https://data.cooperationdatabank.org/id/givetakeframe/take-some,https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame
1866,https://data.cooperationdatabank.org/id/ENG00925_2.1.2,https://data.cooperationdatabank.org/id/givetakeframe/give-some,https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame
1867,https://data.cooperationdatabank.org/id/ENG00925_3.1.1,https://data.cooperationdatabank.org/id/givetakeframe/take-some,https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame
1868,https://data.cooperationdatabank.org/id/ENG00925_3.1.2,https://data.cooperationdatabank.org/id/givetakeframe/give-some,https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame
1869,https://data.cooperationdatabank.org/id/ENG00925_4.1.1,https://data.cooperationdatabank.org/id/givetakeframe/take-some,https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame
1870,https://data.cooperationdatabank.org/id/ENG00925_4.1.2,https://data.cooperationdatabank.org/id/givetakeframe/give-some,https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame
1871,https://data.cooperationdatabank.org/id/ENG00928_1.1.1,https://data.cooperationdatabank.org/id/powerlevel/low,https://data.cooperationdatabank.org/vocab/class/PowerLevel,https://data.cooperationdatabank.org/vocab/prop/powerLevel
1872,https://data.cooperationdatabank.org/id/ENG00928_1.1.2,https://data.cooperationdatabank.org/id/powerlevel/high,https://data.cooperationdatabank.org/vocab/class/PowerLevel,https://data.cooperationdatabank.org/vocab/prop/powerLevel
1873,https://data.cooperationdatabank.org/id/ENG00928_1.2.1,https://data.cooperationdatabank.org/id/sequentiality/simultaneous,https://data.cooperationdatabank.org/vocab/class/Sequentiality,https://data.cooperationdatabank.org/vocab/prop/sequentiality
1874,https://data.cooperationdatabank.org/id/ENG00928_1.2.2,https://data.cooperationdatabank.org/id/sequentiality/sequential_turn-taking,https://data.cooperationdatabank.org/vocab/class/Sequentiality,https://data.cooperationdatabank.org/vocab/prop/sequentiality
1875,https://data.cooperationdatabank.org/id/ENG00928_1.2.1,https://data.cooperationdatabank.org/id/sequentiality/simultaneous,https://data.cooperationdatabank.org/vocab/class/Sequentiality,https://data.cooperationdatabank.org/vocab/prop/sequentiality
1876,https://data.cooperationdatabank.org/id/ENG00928_1.2.3,https://data.cooperationdatabank.org/id/sequentiality/sequential_turn-taking,https://data.cooperationdatabank.org/vocab/class/Sequentiality,https://data.cooperationdatabank.org/vocab/prop/sequentiality
1877,https://data.cooperationdatabank.org/id/ENG00928_1.2.1,https://data.cooperationdatabank.org/id/sequentiality/simultaneous,https://data.cooperationdatabank.org/vocab/class/Sequentiality,https://data.cooperationdatabank.org/vocab/prop/sequentiality
1878,https://data.cooperationdatabank.org/id/ENG00928_1.2.5,https://data.cooperationdatabank.org/id/sequentiality/sequential_turn-taking,https://data.cooperationdatabank.org/vocab/class/Sequentiality,https://data.cooperationdatabank.org/vocab/prop/sequentiality
1879,https://data.cooperationdatabank.org/id/ENG00928_1.2.1,https://data.cooperationdatabank.org/id/sequentiality/simultaneous,https://data.cooperationdatabank.org/vocab/class/Sequentiality,https://data.cooperationdatabank.org/vocab/prop/sequentiality
1880,https://data.cooperationdatabank.org/id/ENG00928_1.2.6,https://data.cooperationdatabank.org/id/sequentiality/sequential_turn-taking,https://data.cooperationdatabank.org/vocab/class/Sequentiality,https://data.cooperationdatabank.org/vocab/prop/sequentiality
1881,https://data.cooperationdatabank.org/id/ENG00928_1.2.2,https://data.cooperationdatabank.org/id/sequentiality/sequential_turn-taking,https://data.cooperationdatabank.org/vocab/class/Sequentiality,https://data.cooperationdatabank.org/vocab/prop/sequentiality
1882,https://data.cooperationdatabank.org/id/ENG00928_1.2.4,https://data.cooperationdatabank.org/id/sequentiality/simultaneous,https://data.cooperationdatabank.org/vocab/class/Sequentiality,https://data.cooperationdatabank.org/vocab/prop/sequentiality
1883,https://data.cooperationdatabank.org/id/ENG00928_1.2.3,https://data.cooperationdatabank.org/id/sequentiality/sequential_turn-taking,https://data.cooperationdatabank.org/vocab/class/Sequentiality,https://data.cooperationdatabank.org/vocab/prop/sequentiality
1884,https://data.cooperationdatabank.org/id/ENG00928_1.2.4,https://data.cooperationdatabank.org/id/sequentiality/simultaneous,https://data.cooperationdatabank.org/vocab/class/Sequentiality,https://data.cooperationdatabank.org/vocab/prop/sequentiality
1885,https://data.cooperationdatabank.org/id/ENG00928_1.2.4,https://data.cooperationdatabank.org/id/sequentiality/simultaneous,https://data.cooperationdatabank.org/vocab/class/Sequentiality,https://data.cooperationdatabank.org/vocab/prop/sequentiality
1886,https://data.cooperationdatabank.org/id/ENG00928_1.2.5,https://data.cooperationdatabank.org/id/sequentiality/sequential_turn-taking,https://data.cooperationdatabank.org/vocab/class/Sequentiality,https://data.cooperationdatabank.org/vocab/prop/sequentiality
1887,https://data.cooperationdatabank.org/id/ENG00928_1.2.4,https://data.cooperationdatabank.org/id/sequentiality/simultaneous,https://data.cooperationdatabank.org/vocab/class/Sequentiality,https://data.cooperationdatabank.org/vocab/prop/sequentiality
1888,https://data.cooperationdatabank.org/id/ENG00928_1.2.6,https://data.cooperationdatabank.org/id/sequentiality/sequential_turn-taking,https://data.cooperationdatabank.org/vocab/class/Sequentiality,https://data.cooperationdatabank.org/vocab/prop/sequentiality
1889,https://data.cooperationdatabank.org/id/ENG00940_3a.1.1,https://data.cooperationdatabank.org/id/powerlevel/high,https://data.cooperationdatabank.org/vocab/class/PowerLevel,https://data.cooperationdatabank.org/vocab/prop/powerLevel
1890,https://data.cooperationdatabank.org/id/ENG00940_3a.1.2,https://data.cooperationdatabank.org/id/powerlevel/low,https://data.cooperationdatabank.org/vocab/class/PowerLevel,https://data.cooperationdatabank.org/vocab/prop/powerLevel
1891,https://data.cooperationdatabank.org/id/ENG00940_3a.1.1,https://data.cooperationdatabank.org/id/powerlevel/high,https://data.cooperationdatabank.org/vocab/class/PowerLevel,https://data.cooperationdatabank.org/vocab/prop/powerLevel
1892,https://data.cooperationdatabank.org/id/ENG00940_3a.1.3,https://data.cooperationdatabank.org/id/powerlevel/control,https://data.cooperationdatabank.org/vocab/class/PowerLevel,https://data.cooperationdatabank.org/vocab/prop/powerLevel
1893,https://data.cooperationdatabank.org/id/ENG00940_3a.1.2,https://data.cooperationdatabank.org/id/powerlevel/low,https://data.cooperationdatabank.org/vocab/class/PowerLevel,https://data.cooperationdatabank.org/vocab/prop/powerLevel
1894,https://data.cooperationdatabank.org/id/ENG00940_3a.1.3,https://data.cooperationdatabank.org/id/powerlevel/control,https://data.cooperationdatabank.org/vocab/class/PowerLevel,https://data.cooperationdatabank.org/vocab/prop/powerLevel
1895,https://data.cooperationdatabank.org/id/ENG00952_1.3.1,1.0,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/privateAccountReturn
1896,https://data.cooperationdatabank.org/id/ENG00952_1.3.2,2.0,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/privateAccountReturn
1897,https://data.cooperationdatabank.org/id/ENG00952_1.3.1,0.3,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/mPCR
1898,https://data.cooperationdatabank.org/id/ENG00952_1.3.3,0.6,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/mPCR
1899,https://data.cooperationdatabank.org/id/ENG00952_1.3.1,1.0,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/privateAccountReturn
1900,https://data.cooperationdatabank.org/id/ENG00952_1.3.4,2.0,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/privateAccountReturn
1901,https://data.cooperationdatabank.org/id/ENG00952_1.3.1,0.3,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/mPCR
1902,https://data.cooperationdatabank.org/id/ENG00952_1.3.5,0.6,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/mPCR
1903,https://data.cooperationdatabank.org/id/ENG00952_1.3.1,1.0,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/privateAccountReturn
1904,https://data.cooperationdatabank.org/id/ENG00952_1.3.6,2.0,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/privateAccountReturn
1905,https://data.cooperationdatabank.org/id/ENG00952_1.3.1,0.3,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/mPCR
1906,https://data.cooperationdatabank.org/id/ENG00952_1.3.7,0.6,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/mPCR
1907,https://data.cooperationdatabank.org/id/ENG00952_1.3.4,https://data.cooperationdatabank.org/id/uncertaintylevel/low,https://data.cooperationdatabank.org/vocab/class/UncertaintyLevel,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel
1908,https://data.cooperationdatabank.org/id/ENG00952_1.3.4,https://data.cooperationdatabank.org/id/uncertaintylevel/medium,https://data.cooperationdatabank.org/vocab/class/UncertaintyLevel,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel
1909,https://data.cooperationdatabank.org/id/ENG00952_1.3.6,https://data.cooperationdatabank.org/id/uncertaintylevel/high,https://data.cooperationdatabank.org/vocab/class/UncertaintyLevel,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel
1910,https://data.cooperationdatabank.org/id/ENG00952_1.3.6,https://data.cooperationdatabank.org/id/uncertaintylevel/low,https://data.cooperationdatabank.org/vocab/class/UncertaintyLevel,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel
1911,https://data.cooperationdatabank.org/id/ENG00952_1.3.5,https://data.cooperationdatabank.org/id/uncertaintylevel/low,https://data.cooperationdatabank.org/vocab/class/UncertaintyLevel,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel
1912,https://data.cooperationdatabank.org/id/ENG00952_1.3.5,https://data.cooperationdatabank.org/id/uncertaintylevel/medium,https://data.cooperationdatabank.org/vocab/class/UncertaintyLevel,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel
1913,https://data.cooperationdatabank.org/id/ENG00952_1.3.7,https://data.cooperationdatabank.org/id/uncertaintylevel/high,https://data.cooperationdatabank.org/vocab/class/UncertaintyLevel,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel
1914,https://data.cooperationdatabank.org/id/ENG00952_1.3.7,https://data.cooperationdatabank.org/id/uncertaintylevel/low,https://data.cooperationdatabank.org/vocab/class/UncertaintyLevel,https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel
1915,https://data.cooperationdatabank.org/id/ENG00955_1.1.1,0,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/communicationTreatment
1916,https://data.cooperationdatabank.org/id/ENG00955_1.1.2,1,http://www.w3.org/2001/XMLSchema#boolean,https://data.cooperationdatabank.org/vocab/prop/communicationTreatment
1917,https://data.cooperationdatabank.org/id/ENG00955_1.3.1,0.4,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/mPCR
1918,https://data.cooperationdatabank.org/id/ENG00955_1.3.2,0.2,http://www.w3.org/2001/XMLSchema#double,https://data.cooperationdatabank.org/vocab/prop/mPCR
1919,https://data.cooperationdatabank.org/id/ENG00973_1.4.1,https://data.cooperationdatabank.org/id/contextframe/generic,https://data.cooperationdatabank.org/vocab/class/ContextFrame,https://data.cooperationdatabank.org/vocab/prop/contextFrame
1920,https://data.cooperationdatabank.org/id/ENG00973_1.4.2,https://data.cooperationdatabank.org/id/contextframe/cooperative,https://data.cooperationdatabank.org/vocab/class/ContextFrame,https://data.cooperationdatabank.org/vocab/prop/contextFrame
1921,https://data.cooperationdatabank.org/id/ENG00973_1.4.1,https://data.cooperationdatabank.org/id/contextframe/generic,https://data.cooperationdatabank.org/vocab/class/ContextFrame,https://data.cooperationdatabank.org/vocab/prop/contextFrame
1922,https://data.cooperationdatabank.org/id/ENG00973_1.4.3,https://data.cooperationdatabank.org/id/contextframe/cooperative,https://data.cooperationdatabank.org/vocab/class/ContextFrame,https://data.cooperationdatabank.org/vocab/prop/contextFrame
1923,https://data.cooperationdatabank.org/id/ENG00986_1.1.1,PSE,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1924,https://data.cooperationdatabank.org/id/ENG00986_1.1.2,CHN,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1925,https://data.cooperationdatabank.org/id/ENG00986_1.1.1,PSE,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1926,https://data.cooperationdatabank.org/id/ENG00986_1.1.3,FIN,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1927,https://data.cooperationdatabank.org/id/ENG00986_1.1.1,PSE,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1928,https://data.cooperationdatabank.org/id/ENG00986_1.1.4,ISR,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1929,https://data.cooperationdatabank.org/id/ENG00986_1.1.2,CHN,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1930,https://data.cooperationdatabank.org/id/ENG00986_1.1.3,FIN,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1931,https://data.cooperationdatabank.org/id/ENG00986_1.1.2,CHN,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1932,https://data.cooperationdatabank.org/id/ENG00986_1.1.4,ISR,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1933,https://data.cooperationdatabank.org/id/ENG00986_1.1.3,FIN,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1934,https://data.cooperationdatabank.org/id/ENG00986_1.1.4,ISR,http://www.w3.org/2001/XMLSchema#string,https://data.cooperationdatabank.org/vocab/prop/nationality
1935,https://data.cooperationdatabank.org/id/ENG00986_1.2.1,https://data.cooperationdatabank.org/id/givetakeframe/give-some,https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame
1936,https://data.cooperationdatabank.org/id/ENG00986_1.2.2,https://data.cooperationdatabank.org/id/givetakeframe/take-some,https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame
1937,https://data.cooperationdatabank.org/id/ENG00986_1.3.1,https://data.cooperationdatabank.org/id/givetakeframe/give-some,https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame
1938,https://data.cooperationdatabank.org/id/ENG00986_1.3.2,https://data.cooperationdatabank.org/id/givetakeframe/take-some,https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame
1939,https://data.cooperationdatabank.org/id/ENG00986_1.4.1,https://data.cooperationdatabank.org/id/givetakeframe/give-some,https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame
1940,https://data.cooperationdatabank.org/id/ENG00986_1.4.2,https://data.cooperationdatabank.org/id/givetakeframe/take-some,https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame
1941,https://data.cooperationdatabank.org/id/ENG00986_1.5.1,https://data.cooperationdatabank.org/id/givetakeframe/give-some,https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame
1942,https://data.cooperationdatabank.org/id/ENG00986_1.5.2,https://data.cooperationdatabank.org/id/givetakeframe/take-some,https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame
1943,https://data.cooperationdatabank.org/id/ENG00986_1.6.1,https://data.cooperationdatabank.org/id/givetakeframe/give-some,https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame
1944,https://data.cooperationdatabank.org/id/ENG00986_1.6.2,https://data.cooperationdatabank.org/id/givetakeframe/take-some,https://data.cooperationdatabank.org/vocab/class/GiveTakeFrame,https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame
1945,https://data.cooperationdatabank.org/id/ENG01016_1.1.1,https://data.cooperationdatabank.org/id/gossip/absent,https://data.cooperationdatabank.org/vocab/class/Gossip,https://data.cooperationdatabank.org/vocab/prop/gossip
1946,https://data.cooperationdatabank.org/id/ENG01016_1.1.2,https://data.cooperationdatabank.org/id/gossip/present,https://data.cooperationdatabank.org/vocab/class/Gossip,https://data.cooperationdatabank.org/vocab/prop/gossip
1947,https://data.cooperationdatabank.org/id/ENG01016_1.1.1,https://data.cooperationdatabank.org/id/gossip/absent,https://data.cooperationdatabank.org/vocab/class/Gossip,https://data.cooperationdatabank.org/vocab/prop/gossip
1948,https://data.cooperationdatabank.org/id/ENG01016_1.1.3,https://data.cooperationdatabank.org/id/gossip/present,https://data.cooperationdatabank.org/vocab/class/Gossip,https://data.cooperationdatabank.org/vocab/prop/gossip
1949,https://data.cooperationdatabank.org/id/ENG01039_1.1.1,https://data.cooperationdatabank.org/id/targetmembership/ingroup,https://data.cooperationdatabank.org/vocab/class/TargetMembership,https://data.cooperationdatabank.org/vocab/prop/targetMembership
1950,https://data.cooperationdatabank.org/id/ENG01039_1.1.2,https://data.cooperationdatabank.org/id/targetmembership/outgroup,https://data.cooperationdatabank.org/vocab/class/TargetMembership,https://data.cooperationdatabank.org/vocab/prop/targetMembership
1951,https://data.cooperationdatabank.org/id/ENG01039_1.3.1,https://data.cooperationdatabank.org/id/knowledgeofmembership/unilateral,https://data.cooperationdatabank.org/vocab/class/KnowledgeOfMembership,https://data.cooperationdatabank.org/vocab/prop/knowledgeOfMembership
1952,https://data.cooperationdatabank.org/id/ENG01039_1.3.3,https://data.cooperationdatabank.org/id/knowledgeofmembership/common,https://data.cooperationdatabank.org/vocab/class/KnowledgeOfMembership,https://data.cooperationdatabank.org/vocab/prop/knowledgeOfMembership
1953,https://data.cooperationdatabank.org/id/ENG01039_1.3.2,https://data.cooperationdatabank.org/id/knowledgeofmembership/unilateral,https://data.cooperationdatabank.org/vocab/class/KnowledgeOfMembership,https://data.cooperationdatabank.org/vocab/prop/knowledgeOfMembership
1954,https://data.cooperationdatabank.org/id/ENG01039_1.3.3,https://data.cooperationdatabank.org/id/knowledgeofmembership/common,https://data.cooperationdatabank.org/vocab/class/KnowledgeOfMembership,https://data.cooperationdatabank.org/vocab/prop/knowledgeOfMembership
1955,https://data.cooperationdatabank.org/id/ENG01048_1.1.1,https://data.cooperationdatabank.org/id/intergroupcomp/individual_group,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1956,https://data.cooperationdatabank.org/id/ENG01048_1.1.2,https://data.cooperationdatabank.org/id/intergroupcomp/intergroup_competition,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1957,https://data.cooperationdatabank.org/id/ENG01048_1.1.1,https://data.cooperationdatabank.org/id/intergroupcomp/individual_group,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1958,https://data.cooperationdatabank.org/id/ENG01048_1.1.3,https://data.cooperationdatabank.org/id/intergroupcomp/intergroup_competition,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1959,https://data.cooperationdatabank.org/id/ENG01049_1.1.1,https://data.cooperationdatabank.org/id/intergroupcomp/individual_group,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1960,https://data.cooperationdatabank.org/id/ENG01049_1.1.2,https://data.cooperationdatabank.org/id/intergroupcomp/intergroup_competition,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1961,https://data.cooperationdatabank.org/id/ENG01049_1.1.1,https://data.cooperationdatabank.org/id/intergroupcomp/individual_group,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1962,https://data.cooperationdatabank.org/id/ENG01049_1.1.3,https://data.cooperationdatabank.org/id/intergroupcomp/intergroup_competition,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1963,https://data.cooperationdatabank.org/id/ENG01049_1.1.1,https://data.cooperationdatabank.org/id/intergroupcomp/individual_group,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1964,https://data.cooperationdatabank.org/id/ENG01049_1.1.4,https://data.cooperationdatabank.org/id/intergroupcomp/intergroup_competition,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1965,https://data.cooperationdatabank.org/id/ENG01049_1.1.1,https://data.cooperationdatabank.org/id/intergroupcomp/individual_group,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1966,https://data.cooperationdatabank.org/id/ENG01049_1.1.5,https://data.cooperationdatabank.org/id/intergroupcomp/intergroup_competition,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1967,https://data.cooperationdatabank.org/id/ENG01049_1.2.1,https://data.cooperationdatabank.org/id/intergroupcomp/individual_group,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1968,https://data.cooperationdatabank.org/id/ENG01049_1.2.2,https://data.cooperationdatabank.org/id/intergroupcomp/intergroup_competition,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1969,https://data.cooperationdatabank.org/id/ENG01049_1.2.1,https://data.cooperationdatabank.org/id/intergroupcomp/individual_group,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1970,https://data.cooperationdatabank.org/id/ENG01049_1.2.3,https://data.cooperationdatabank.org/id/intergroupcomp/intergroup_competition,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1971,https://data.cooperationdatabank.org/id/ENG01049_1.2.1,https://data.cooperationdatabank.org/id/intergroupcomp/individual_group,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1972,https://data.cooperationdatabank.org/id/ENG01049_1.2.4,https://data.cooperationdatabank.org/id/intergroupcomp/intergroup_competition,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1973,https://data.cooperationdatabank.org/id/ENG01049_1.2.1,https://data.cooperationdatabank.org/id/intergroupcomp/individual_group,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1974,https://data.cooperationdatabank.org/id/ENG01049_1.2.5,https://data.cooperationdatabank.org/id/intergroupcomp/intergroup_competition,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1975,https://data.cooperationdatabank.org/id/ENG01049_1.3.1,https://data.cooperationdatabank.org/id/intergroupcomp/individual_group,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1976,https://data.cooperationdatabank.org/id/ENG01049_1.3.2,https://data.cooperationdatabank.org/id/intergroupcomp/intergroup_competition,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1977,https://data.cooperationdatabank.org/id/ENG01049_1.3.1,https://data.cooperationdatabank.org/id/intergroupcomp/individual_group,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1978,https://data.cooperationdatabank.org/id/ENG01049_1.3.3,https://data.cooperationdatabank.org/id/intergroupcomp/intergroup_competition,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1979,https://data.cooperationdatabank.org/id/ENG01049_1.3.1,https://data.cooperationdatabank.org/id/intergroupcomp/individual_group,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1980,https://data.cooperationdatabank.org/id/ENG01049_1.3.4,https://data.cooperationdatabank.org/id/intergroupcomp/intergroup_competition,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1981,https://data.cooperationdatabank.org/id/ENG01049_1.3.1,https://data.cooperationdatabank.org/id/intergroupcomp/individual_group,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1982,https://data.cooperationdatabank.org/id/ENG01049_1.3.5,https://data.cooperationdatabank.org/id/intergroupcomp/intergroup_competition,https://data.cooperationdatabank.org/vocab/class/IntergroupComp,https://data.cooperationdatabank.org/vocab/prop/intergroupComp
1983,https://data.cooperationdatabank.org/id/ENG01049_1.4.1,https://data.cooperationdatabank.org/id/trialofcooperationordinal/first,https://data.cooperationdatabank.org/vocab/class/TrialOfCooperationOrdinal,https://data.cooperationdatabank.org/vocab/prop/trialOfCooperationOrdinal
1984,https://data.cooperationdatabank.org/id/ENG01049_1.4.2,https://data.cooperationdatabank.org/id/trialofcooperationordinal/last,https://data.cooperationdatabank.org/vocab/class/TrialOfCooperationOrdinal,https://data.cooperationdatabank.org/vocab/prop/trialOfCooperationOrdinal
1985,https://data.cooperationdatabank.org/id/ENG01049_1.5.1,https://data.cooperationdatabank.org/id/trialofcooperationordinal/first,https://data.cooperationdatabank.org/vocab/class/TrialOfCooperationOrdinal,https://data.cooperationdatabank.org/vocab/prop/trialOfCooperationOrdinal
1986,https://data.cooperationdatabank.org/id/ENG01049_1.5.2,https://data.cooperationdatabank.org/id/trialofcooperationordinal/last,https://data.cooperationdatabank.org/vocab/class/TrialOfCooperationOrdinal,https://data.cooperationdatabank.org/vocab/prop/trialOfCooperationOrdinal
1987,https://data.cooperationdatabank.org/id/ENG01049_1.6.1,https://data.cooperationdatabank.org/id/trialofcooperationordinal/first,https://data.cooperationdatabank.org/vocab/class/TrialOfCooperationOrdinal,https://data.cooperationdatabank.org/vocab/prop/trialOfCooperationOrdinal
1988,https://data.cooperationdatabank.org/id/ENG01049_1.6.2,https://data.cooperationdatabank.org/id/trialofcooperationordinal/last,https://data.cooperationdatabank.org/vocab/class/TrialOfCooperationOrdinal,https://data.cooperationdatabank.org/vocab/prop/trialOfCooperationOrdinal
