,obs,dependent,ES,N,t1,t2,study,design,n1,n2,sd1,sd2,ESLower,ESUpper,paper,doi,independentProperties,categoryT1,categoryT2
1383,https://data.cooperationdatabank.org/id/ENG01466_4.3.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-1.43198,90.0,https://data.cooperationdatabank.org/id/ENG01466_4.3.1,https://data.cooperationdatabank.org/id/ENG01466_4.3.2,https://data.cooperationdatabank.org/id/ENG01466_4,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,50.0,40.0,2.53,3.44,-1.89741,-0.966545,https://data.cooperationdatabank.org/id/ENG01466,http://dx.doi.org/NA,['https://data.cooperationdatabank.org/vocab/prop/iteratedStrategy'],https://data.cooperationdatabank.org/id/iteratedstrategy/predominantly_competitive,https://data.cooperationdatabank.org/id/iteratedstrategy/predominantly_cooperative
1384,https://data.cooperationdatabank.org/id/ENG01467_1.2.2.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.173058,96.0,https://data.cooperationdatabank.org/id/ENG01467_1.2.2,https://data.cooperationdatabank.org/id/ENG01467_1.2.3,https://data.cooperationdatabank.org/id/ENG01467_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,48.0,48.0,10.255,8.88,-0.227766,0.573882,https://data.cooperationdatabank.org/id/ENG01467,http://dx.doi.org/10.1111/jpet.12043,['https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel'],https://data.cooperationdatabank.org/id/uncertaintylevel/medium,https://data.cooperationdatabank.org/id/uncertaintylevel/high
1385,https://data.cooperationdatabank.org/id/ENG01468_1.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.237439,69.0,https://data.cooperationdatabank.org/id/ENG01468_1.2.1,https://data.cooperationdatabank.org/id/ENG01468_1.2.2,https://data.cooperationdatabank.org/id/ENG01468_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/2,69.0,69.0,19.53,20.166,0.208635,0.266242,https://data.cooperationdatabank.org/id/ENG01468,http://dx.doi.org/10.1023/b:exec.0000026977.32722.f1,['https://data.cooperationdatabank.org/vocab/prop/trialOfCooperationOrdinal'],https://data.cooperationdatabank.org/id/trialofcooperationordinal/first,https://data.cooperationdatabank.org/id/trialofcooperationordinal/last
1386,https://data.cooperationdatabank.org/id/ENG01470_1.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.433586,55.0,https://data.cooperationdatabank.org/id/ENG01470_1.2.1,https://data.cooperationdatabank.org/id/ENG01470_1.2.2,https://data.cooperationdatabank.org/id/ENG01470_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,1.0,54.0,1.443,1.453,-2.41327,1.5461,https://data.cooperationdatabank.org/id/ENG01470,http://dx.doi.org/10.1080/00779954.2011.556069,['https://data.cooperationdatabank.org/vocab/prop/sVOType'],https://data.cooperationdatabank.org/id/svotype/altruist,https://data.cooperationdatabank.org/id/svotype/prosocial
1387,https://data.cooperationdatabank.org/id/ENG01470_1.2.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-2.45838,63.0,https://data.cooperationdatabank.org/id/ENG01470_1.2.1,https://data.cooperationdatabank.org/id/ENG01470_1.2.3,https://data.cooperationdatabank.org/id/ENG01470_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,1.0,62.0,1.443,1.802,-4.48018,-0.43658,https://data.cooperationdatabank.org/id/ENG01470,http://dx.doi.org/10.1080/00779954.2011.556069,['https://data.cooperationdatabank.org/vocab/prop/sVOType'],https://data.cooperationdatabank.org/id/svotype/altruist,https://data.cooperationdatabank.org/id/svotype/individualist
1388,https://data.cooperationdatabank.org/id/ENG01470_1.2.2.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-2.30448,116.0,https://data.cooperationdatabank.org/id/ENG01470_1.2.2,https://data.cooperationdatabank.org/id/ENG01470_1.2.3,https://data.cooperationdatabank.org/id/ENG01470_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,54.0,62.0,1.453,1.802,-2.77462,-1.83434,https://data.cooperationdatabank.org/id/ENG01470,http://dx.doi.org/10.1080/00779954.2011.556069,['https://data.cooperationdatabank.org/vocab/prop/sVOType'],https://data.cooperationdatabank.org/id/svotype/prosocial,https://data.cooperationdatabank.org/id/svotype/individualist
1389,https://data.cooperationdatabank.org/id/ENG01471_1.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.373177,328.0,https://data.cooperationdatabank.org/id/ENG01471_1.1.1,https://data.cooperationdatabank.org/id/ENG01471_1.1.2,https://data.cooperationdatabank.org/id/ENG01471_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,160.0,168.0,4.668,4.916,0.154796,0.591559,https://data.cooperationdatabank.org/id/ENG01471,http://dx.doi.org/10.1177/0022002707302796,['https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel'],https://data.cooperationdatabank.org/id/uncertaintylevel/low,https://data.cooperationdatabank.org/id/uncertaintylevel/high
1390,https://data.cooperationdatabank.org/id/ENG01471_1.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.404071,328.0,https://data.cooperationdatabank.org/id/ENG01471_1.2.1,https://data.cooperationdatabank.org/id/ENG01471_1.2.2,https://data.cooperationdatabank.org/id/ENG01471_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,160.0,168.0,4.864,4.891,0.185368,0.622775,https://data.cooperationdatabank.org/id/ENG01471,http://dx.doi.org/10.1177/0022002707302796,['https://data.cooperationdatabank.org/vocab/prop/uncertaintyLevel'],https://data.cooperationdatabank.org/id/uncertaintylevel/low,https://data.cooperationdatabank.org/id/uncertaintylevel/high
1391,https://data.cooperationdatabank.org/id/ENG01511_1a.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.0371534,52.0,https://data.cooperationdatabank.org/id/ENG01511_1a.1.1,https://data.cooperationdatabank.org/id/ENG01511_1a.1.2,https://data.cooperationdatabank.org/id/ENG01511_1a,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,25.0,27.0,3.7,3.83,-0.506892,0.581199,https://data.cooperationdatabank.org/id/ENG01511,http://dx.doi.org/10.1046/j.0013-0133.2003.00180.x,['https://data.cooperationdatabank.org/vocab/prop/ageCohort'],https://data.cooperationdatabank.org/id/agecohort/young,https://data.cooperationdatabank.org/id/agecohort/middle
1392,https://data.cooperationdatabank.org/id/ENG01511_1a.1.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.591318,53.0,https://data.cooperationdatabank.org/id/ENG01511_1a.1.1,https://data.cooperationdatabank.org/id/ENG01511_1a.1.3,https://data.cooperationdatabank.org/id/ENG01511_1a,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,25.0,28.0,3.7,3.48,-1.14225,-0.040387,https://data.cooperationdatabank.org/id/ENG01511,http://dx.doi.org/10.1046/j.0013-0133.2003.00180.x,['https://data.cooperationdatabank.org/vocab/prop/ageCohort'],https://data.cooperationdatabank.org/id/agecohort/young,https://data.cooperationdatabank.org/id/agecohort/old
1393,https://data.cooperationdatabank.org/id/ENG01511_1a.1.2.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.618181,55.0,https://data.cooperationdatabank.org/id/ENG01511_1a.1.2,https://data.cooperationdatabank.org/id/ENG01511_1a.1.3,https://data.cooperationdatabank.org/id/ENG01511_1a,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,27.0,28.0,3.83,3.48,-1.15931,-0.0770555,https://data.cooperationdatabank.org/id/ENG01511,http://dx.doi.org/10.1046/j.0013-0133.2003.00180.x,['https://data.cooperationdatabank.org/vocab/prop/ageCohort'],https://data.cooperationdatabank.org/id/agecohort/middle,https://data.cooperationdatabank.org/id/agecohort/old
1394,https://data.cooperationdatabank.org/id/ENG01511_1a.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.0964659,80.0,https://data.cooperationdatabank.org/id/ENG01511_1a.2.1,https://data.cooperationdatabank.org/id/ENG01511_1a.2.2,https://data.cooperationdatabank.org/id/ENG01511_1a,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,40.0,40.0,3.77,3.9,-0.34205,0.534982,https://data.cooperationdatabank.org/id/ENG01511,http://dx.doi.org/10.1046/j.0013-0133.2003.00180.x,['https://data.cooperationdatabank.org/vocab/prop/endowmentAssigned'],1,0
1395,https://data.cooperationdatabank.org/id/ENG01511_1b.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.194239,50.0,https://data.cooperationdatabank.org/id/ENG01511_1b.1.1,https://data.cooperationdatabank.org/id/ENG01511_1b.1.2,https://data.cooperationdatabank.org/id/ENG01511_1b,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,16.0,34.0,27.3,29.5,-0.401181,0.789658,https://data.cooperationdatabank.org/id/ENG01511,http://dx.doi.org/10.1046/j.0013-0133.2003.00180.x,['https://data.cooperationdatabank.org/vocab/prop/ageCohort'],https://data.cooperationdatabank.org/id/agecohort/young,https://data.cooperationdatabank.org/id/agecohort/middle
1396,https://data.cooperationdatabank.org/id/ENG01511_1b.1.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.266776,30.0,https://data.cooperationdatabank.org/id/ENG01511_1b.1.1,https://data.cooperationdatabank.org/id/ENG01511_1b.1.3,https://data.cooperationdatabank.org/id/ENG01511_1b,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,16.0,14.0,27.3,25.8,-0.987219,0.453667,https://data.cooperationdatabank.org/id/ENG01511,http://dx.doi.org/10.1046/j.0013-0133.2003.00180.x,['https://data.cooperationdatabank.org/vocab/prop/ageCohort'],https://data.cooperationdatabank.org/id/agecohort/young,https://data.cooperationdatabank.org/id/agecohort/old
1397,https://data.cooperationdatabank.org/id/ENG01511_1b.1.2.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.445566,48.0,https://data.cooperationdatabank.org/id/ENG01511_1b.1.2,https://data.cooperationdatabank.org/id/ENG01511_1b.1.3,https://data.cooperationdatabank.org/id/ENG01511_1b,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,34.0,14.0,29.5,25.8,-1.07431,0.183177,https://data.cooperationdatabank.org/id/ENG01511,http://dx.doi.org/10.1046/j.0013-0133.2003.00180.x,['https://data.cooperationdatabank.org/vocab/prop/ageCohort'],https://data.cooperationdatabank.org/id/agecohort/middle,https://data.cooperationdatabank.org/id/agecohort/old
1398,https://data.cooperationdatabank.org/id/ENG01511_1b.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.0623345,64.0,https://data.cooperationdatabank.org/id/ENG01511_1b.2.1,https://data.cooperationdatabank.org/id/ENG01511_1b.2.2,https://data.cooperationdatabank.org/id/ENG01511_1b,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,32.0,32.0,30.9,26.7,-0.427775,0.552445,https://data.cooperationdatabank.org/id/ENG01511,http://dx.doi.org/10.1046/j.0013-0133.2003.00180.x,['https://data.cooperationdatabank.org/vocab/prop/endowmentAssigned'],0,1
1399,https://data.cooperationdatabank.org/id/ENG01511_1b.3.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.386938,64.0,https://data.cooperationdatabank.org/id/ENG01511_1b.3.1,https://data.cooperationdatabank.org/id/ENG01511_1b.3.2,https://data.cooperationdatabank.org/id/ENG01511_1b,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/2,64.0,64.0,32.275,30.16,0.355187,0.418688,https://data.cooperationdatabank.org/id/ENG01511,http://dx.doi.org/10.1046/j.0013-0133.2003.00180.x,['https://data.cooperationdatabank.org/vocab/prop/trialOfCooperationOrdinal'],https://data.cooperationdatabank.org/id/trialofcooperationordinal/first,https://data.cooperationdatabank.org/id/trialofcooperationordinal/last
1400,https://data.cooperationdatabank.org/id/ENG01521_1.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.735325,80.0,https://data.cooperationdatabank.org/id/ENG01521_1.1.1,https://data.cooperationdatabank.org/id/ENG01521_1.1.2,https://data.cooperationdatabank.org/id/ENG01521_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,40.0,40.0,1.33,2.56,0.282495,1.18816,https://data.cooperationdatabank.org/id/ENG01521,http://dx.doi.org/10.1080/0144929X.2014.937458,['https://data.cooperationdatabank.org/vocab/prop/communicationType'],https://data.cooperationdatabank.org/id/communicationtype/verbal,https://data.cooperationdatabank.org/id/communicationtype/written
1401,https://data.cooperationdatabank.org/id/ENG01521_1.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.625981,80.0,https://data.cooperationdatabank.org/id/ENG01521_1.2.1,https://data.cooperationdatabank.org/id/ENG01521_1.2.2,https://data.cooperationdatabank.org/id/ENG01521_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,40.0,40.0,1.99,2.16,0.177115,1.07485,https://data.cooperationdatabank.org/id/ENG01521,http://dx.doi.org/10.1080/0144929X.2014.937458,['https://data.cooperationdatabank.org/vocab/prop/nationality'],CHN,DEU
1402,https://data.cooperationdatabank.org/id/ENG01531_1.7.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.794747,172.0,https://data.cooperationdatabank.org/id/ENG01531_1.7.1,https://data.cooperationdatabank.org/id/ENG01531_1.7.2,https://data.cooperationdatabank.org/id/ENG01531_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,108.0,64.0,7.92,6.8,0.474364,1.11513,https://data.cooperationdatabank.org/id/ENG01531,http://dx.doi.org/10.1016/j.socec.2016.04.002,['https://data.cooperationdatabank.org/vocab/prop/partnerType'],https://data.cooperationdatabank.org/id/partnertype/stranger,https://data.cooperationdatabank.org/id/partnertype/computer
1403,https://data.cooperationdatabank.org/id/ENG01531_1.7.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.218207,220.0,https://data.cooperationdatabank.org/id/ENG01531_1.7.1,https://data.cooperationdatabank.org/id/ENG01531_1.7.3,https://data.cooperationdatabank.org/id/ENG01531_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,108.0,112.0,7.92,7.48,-0.0469032,0.483318,https://data.cooperationdatabank.org/id/ENG01531,http://dx.doi.org/10.1016/j.socec.2016.04.002,['https://data.cooperationdatabank.org/vocab/prop/timePressure'],https://data.cooperationdatabank.org/id/timepressure/control,https://data.cooperationdatabank.org/id/timepressure/time_pressure
1404,https://data.cooperationdatabank.org/id/ENG01531_1.7.2.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.593827,176.0,https://data.cooperationdatabank.org/id/ENG01531_1.7.2,https://data.cooperationdatabank.org/id/ENG01531_1.7.3,https://data.cooperationdatabank.org/id/ENG01531_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,64.0,112.0,6.8,7.48,-0.907147,-0.280506,https://data.cooperationdatabank.org/id/ENG01531,http://dx.doi.org/10.1016/j.socec.2016.04.002,['https://data.cooperationdatabank.org/vocab/prop/partnerType'],https://data.cooperationdatabank.org/id/partnertype/computer,https://data.cooperationdatabank.org/id/partnertype/stranger
1405,https://data.cooperationdatabank.org/id/ENG01538_3.4.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.161488,734.0,https://data.cooperationdatabank.org/id/ENG01538_3.4.1,https://data.cooperationdatabank.org/id/ENG01538_3.4.2,https://data.cooperationdatabank.org/id/ENG01538_3,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,367.0,367.0,3.24,3.2,0.0165647,0.30641,https://data.cooperationdatabank.org/id/ENG01538,http://dx.doi.org/10.1348/014466608x377396,['https://data.cooperationdatabank.org/vocab/prop/giveTakeFrame'],https://data.cooperationdatabank.org/id/givetakeframe/give-some,https://data.cooperationdatabank.org/id/givetakeframe/take-some
1406,https://data.cooperationdatabank.org/id/ENG01545_1.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.222212,60.0,https://data.cooperationdatabank.org/id/ENG01545_1.1.1,https://data.cooperationdatabank.org/id/ENG01545_1.1.2,https://data.cooperationdatabank.org/id/ENG01545_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,30.0,30.0,6.3,8.0,-0.729831,0.285408,https://data.cooperationdatabank.org/id/ENG01545,http://dx.doi.org/10.1111/j.1465-7295.2010.00344.x,['https://data.cooperationdatabank.org/vocab/prop/contextFrame'],https://data.cooperationdatabank.org/id/contextframe/generic,https://data.cooperationdatabank.org/id/contextframe/cooperative
1407,https://data.cooperationdatabank.org/id/ENG01545_1.1.2.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.0897141,60.0,https://data.cooperationdatabank.org/id/ENG01545_1.1.2,https://data.cooperationdatabank.org/id/ENG01545_1.1.3,https://data.cooperationdatabank.org/id/ENG01545_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,30.0,30.0,8.0,7.6,-0.596029,0.416601,https://data.cooperationdatabank.org/id/ENG01545,http://dx.doi.org/10.1111/j.1465-7295.2010.00344.x,['https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment'],https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/id/punishmenttreatment/1
1408,https://data.cooperationdatabank.org/id/ENG01545_1.1.2.4.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.542102,60.0,https://data.cooperationdatabank.org/id/ENG01545_1.1.2,https://data.cooperationdatabank.org/id/ENG01545_1.1.4,https://data.cooperationdatabank.org/id/ENG01545_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,30.0,30.0,8.0,6.7,-1.05737,-0.0268304,https://data.cooperationdatabank.org/id/ENG01545,http://dx.doi.org/10.1111/j.1465-7295.2010.00344.x,['https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment'],https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/id/punishmenttreatment/1
1409,https://data.cooperationdatabank.org/id/ENG01545_1.1.2.5.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.254731,60.0,https://data.cooperationdatabank.org/id/ENG01545_1.1.2,https://data.cooperationdatabank.org/id/ENG01545_1.1.5,https://data.cooperationdatabank.org/id/ENG01545_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,30.0,30.0,8.0,7.7,-0.762839,0.253378,https://data.cooperationdatabank.org/id/ENG01545,http://dx.doi.org/10.1111/j.1465-7295.2010.00344.x,['https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment'],https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/id/punishmenttreatment/1
1410,https://data.cooperationdatabank.org/id/ENG01545_1.1.2.6.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.289303,60.0,https://data.cooperationdatabank.org/id/ENG01545_1.1.2,https://data.cooperationdatabank.org/id/ENG01545_1.1.6,https://data.cooperationdatabank.org/id/ENG01545_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,30.0,30.0,8.0,7.9,-0.798003,0.219398,https://data.cooperationdatabank.org/id/ENG01545,http://dx.doi.org/10.1111/j.1465-7295.2010.00344.x,['https://data.cooperationdatabank.org/vocab/prop/punishmentTreatment'],https://data.cooperationdatabank.org/id/punishmenttreatment/-1,https://data.cooperationdatabank.org/id/punishmenttreatment/1
1411,https://data.cooperationdatabank.org/id/ENG01545_1.1.3.5.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.169931,60.0,https://data.cooperationdatabank.org/id/ENG01545_1.1.3,https://data.cooperationdatabank.org/id/ENG01545_1.1.5,https://data.cooperationdatabank.org/id/ENG01545_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,30.0,30.0,7.6,7.7,-0.676904,0.337042,https://data.cooperationdatabank.org/id/ENG01545,http://dx.doi.org/10.1111/j.1465-7295.2010.00344.x,['https://data.cooperationdatabank.org/vocab/prop/punishmentIncentive'],https://data.cooperationdatabank.org/id/punishmentincentive/non-monetary_social,https://data.cooperationdatabank.org/id/punishmentincentive/monetary
1412,https://data.cooperationdatabank.org/id/ENG01545_1.1.3.6.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.206413,60.0,https://data.cooperationdatabank.org/id/ENG01545_1.1.3,https://data.cooperationdatabank.org/id/ENG01545_1.1.6,https://data.cooperationdatabank.org/id/ENG01545_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,30.0,30.0,7.6,7.9,-0.713819,0.300993,https://data.cooperationdatabank.org/id/ENG01545,http://dx.doi.org/10.1111/j.1465-7295.2010.00344.x,['https://data.cooperationdatabank.org/vocab/prop/punishmentIncentive'],https://data.cooperationdatabank.org/id/punishmentincentive/non-monetary_social,https://data.cooperationdatabank.org/id/punishmentincentive/monetary
1413,https://data.cooperationdatabank.org/id/ENG01545_1.1.4.5.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.27711,60.0,https://data.cooperationdatabank.org/id/ENG01545_1.1.4,https://data.cooperationdatabank.org/id/ENG01545_1.1.5,https://data.cooperationdatabank.org/id/ENG01545_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,30.0,30.0,6.7,7.7,-0.231373,0.785594,https://data.cooperationdatabank.org/id/ENG01545,http://dx.doi.org/10.1111/j.1465-7295.2010.00344.x,['https://data.cooperationdatabank.org/vocab/prop/punishmentIncentive'],https://data.cooperationdatabank.org/id/punishmentincentive/non-monetary_social,https://data.cooperationdatabank.org/id/punishmentincentive/monetary
1414,https://data.cooperationdatabank.org/id/ENG01545_1.1.4.6.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.232094,60.0,https://data.cooperationdatabank.org/id/ENG01545_1.1.4,https://data.cooperationdatabank.org/id/ENG01545_1.1.6,https://data.cooperationdatabank.org/id/ENG01545_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,30.0,30.0,6.7,7.9,-0.275667,0.739855,https://data.cooperationdatabank.org/id/ENG01545,http://dx.doi.org/10.1111/j.1465-7295.2010.00344.x,['https://data.cooperationdatabank.org/vocab/prop/punishmentIncentive'],https://data.cooperationdatabank.org/id/punishmentincentive/non-monetary_social,https://data.cooperationdatabank.org/id/punishmentincentive/monetary
1415,https://data.cooperationdatabank.org/id/ENG01547_1.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-1.6506,128.0,https://data.cooperationdatabank.org/id/ENG01547_1.1.1,https://data.cooperationdatabank.org/id/ENG01547_1.1.2,https://data.cooperationdatabank.org/id/ENG01547_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,64.0,64.0,7.672,7.112,-2.05176,-1.24944,https://data.cooperationdatabank.org/id/ENG01547,http://dx.doi.org/10.1007/s10726-014-9409-3,['https://data.cooperationdatabank.org/vocab/prop/relationshipWithFocalAgent'],https://data.cooperationdatabank.org/id/relationshipwithfocalagent/stranger,https://data.cooperationdatabank.org/id/relationshipwithfocalagent/acquaintance
1416,https://data.cooperationdatabank.org/id/ENG01547_1.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.433827,128.0,https://data.cooperationdatabank.org/id/ENG01547_1.2.1,https://data.cooperationdatabank.org/id/ENG01547_1.2.2,https://data.cooperationdatabank.org/id/ENG01547_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,64.0,64.0,7.792,7.464,0.0832996,0.784355,https://data.cooperationdatabank.org/id/ENG01547,http://dx.doi.org/10.1007/s10726-014-9409-3,['https://data.cooperationdatabank.org/vocab/prop/communicationTreatment'],0,1
1417,https://data.cooperationdatabank.org/id/ENG01547_1.3.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.0627548,128.0,https://data.cooperationdatabank.org/id/ENG01547_1.3.1,https://data.cooperationdatabank.org/id/ENG01547_1.3.2,https://data.cooperationdatabank.org/id/ENG01547_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,64.0,64.0,7.536,7.76,-0.283806,0.409316,https://data.cooperationdatabank.org/id/ENG01547,http://dx.doi.org/10.1007/s10726-014-9409-3,['https://data.cooperationdatabank.org/vocab/prop/gender'],https://data.cooperationdatabank.org/id/gender/m,https://data.cooperationdatabank.org/id/gender/f
1418,https://data.cooperationdatabank.org/id/ENG01548_1.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.206349,64.0,https://data.cooperationdatabank.org/id/ENG01548_1.1.1,https://data.cooperationdatabank.org/id/ENG01548_1.1.2,https://data.cooperationdatabank.org/id/ENG01548_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,32.0,32.0,22.31,24.64,-0.284944,0.697642,https://data.cooperationdatabank.org/id/ENG01548,http://dx.doi.org/10.1007/s10818-012-9141-5,['https://data.cooperationdatabank.org/vocab/prop/relationshipWithFocalAgent'],https://data.cooperationdatabank.org/id/relationshipwithfocalagent/acquaintance,https://data.cooperationdatabank.org/id/relationshipwithfocalagent/stranger
1419,https://data.cooperationdatabank.org/id/ENG01548_1.1.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.487784,64.0,https://data.cooperationdatabank.org/id/ENG01548_1.1.1,https://data.cooperationdatabank.org/id/ENG01548_1.1.3,https://data.cooperationdatabank.org/id/ENG01548_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,32.0,32.0,22.31,21.43,-0.985008,0.00943995,https://data.cooperationdatabank.org/id/ENG01548,http://dx.doi.org/10.1007/s10818-012-9141-5,['https://data.cooperationdatabank.org/vocab/prop/communicationTreatment'],1,0
1420,https://data.cooperationdatabank.org/id/ENG01548_1.1.2.4.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.167362,64.0,https://data.cooperationdatabank.org/id/ENG01548_1.1.2,https://data.cooperationdatabank.org/id/ENG01548_1.1.4,https://data.cooperationdatabank.org/id/ENG01548_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,32.0,32.0,24.64,23.75,-0.323486,0.65821,https://data.cooperationdatabank.org/id/ENG01548,http://dx.doi.org/10.1007/s10818-012-9141-5,['https://data.cooperationdatabank.org/vocab/prop/communicationTreatment'],1,0
1421,https://data.cooperationdatabank.org/id/ENG01548_1.1.3.4.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.865173,64.0,https://data.cooperationdatabank.org/id/ENG01548_1.1.3,https://data.cooperationdatabank.org/id/ENG01548_1.1.4,https://data.cooperationdatabank.org/id/ENG01548_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,32.0,32.0,21.43,23.75,0.352771,1.37757,https://data.cooperationdatabank.org/id/ENG01548,http://dx.doi.org/10.1007/s10818-012-9141-5,['https://data.cooperationdatabank.org/vocab/prop/relationshipWithFocalAgent'],https://data.cooperationdatabank.org/id/relationshipwithfocalagent/acquaintance,https://data.cooperationdatabank.org/id/relationshipwithfocalagent/stranger
